Step 16600 | norm: 1.4928 | lr: 0.000398 | loss: 1.6331 | Data dt: 19.94 | Forward dt:  9.28 | Backward dt: 18.12
Step 16700 | norm: 1.5835 | lr: 0.000401 | loss: 1.6254 | Data dt: 21.17 | Forward dt:  9.23 | Backward dt: 17.89
Step 16800 | norm: 1.5919 | lr: 0.000403 | loss: 1.5924 | Data dt: 20.33 | Forward dt:  8.98 | Backward dt: 17.81
Step 16900 | norm: 0.8585 | lr: 0.000406 | loss: 1.6523 | Data dt: 19.14 | Forward dt:  9.35 | Backward dt: 18.03
Step 17000 | norm: 1.2489 | lr: 0.000408 | loss: 1.5600 | Data dt: 19.93 | Forward dt:  9.40 | Backward dt: 17.89
Step 17100 | norm: 1.4338 | lr: 0.000410 | loss: 1.5428 | Data dt: 19.60 | Forward dt:  9.55 | Backward dt: 18.25
Step 17200 | norm: 1.6869 | lr: 0.000413 | loss: 1.5838 | Data dt: 19.96 | Forward dt:  9.48 | Backward dt: 17.04
Step 17300 | norm: 1.1951 | lr: 0.000415 | loss: 1.5719 | Data dt: 20.61 | Forward dt:  9.05 | Backward dt: 17.61
Step 17400 | norm: 1.0407 | lr: 0.000418 | loss: 1.5161 | Data dt: 20.70 | Forward dt:  9.08 | Backward dt: 17.39
Step 17500 | norm: 0.9490 | lr: 0.000420 | loss: 1.5931 | Data dt: 20.48 | Forward dt:  9.49 | Backward dt: 17.65
Step 17600 | norm: 1.8067 | lr: 0.000422 | loss: 1.5388 | Data dt: 19.87 | Forward dt:  9.28 | Backward dt: 18.19
Step 17700 | norm: 1.3418 | lr: 0.000425 | loss: 1.5631 | Data dt: 19.92 | Forward dt:  9.25 | Backward dt: 18.46
Step 17800 | norm: 1.5182 | lr: 0.000427 | loss: 1.5651 | Data dt: 20.99 | Forward dt:  8.98 | Backward dt: 17.39
Step 17900 | norm: 1.0445 | lr: 0.000430 | loss: 1.5765 | Data dt: 16.36 | Forward dt:  9.27 | Backward dt: 18.05
Step 18000 | norm: 1.0683 | lr: 0.000432 | loss: 1.5465 | Data dt: 20.12 | Forward dt:  9.31 | Backward dt: 17.70
Step 18100 | norm: 1.0577 | lr: 0.000434 | loss: 1.5667 | Data dt: 19.88 | Forward dt:  9.27 | Backward dt: 22.23
Step 18200 | norm: 1.4005 | lr: 0.000437 | loss: 1.4958 | Data dt: 19.37 | Forward dt:  9.36 | Backward dt: 18.10
Step 18300 | norm: 1.4340 | lr: 0.000439 | loss: 1.6534 | Data dt: 20.92 | Forward dt:  8.87 | Backward dt: 17.24
Step 18400 | norm: 1.0387 | lr: 0.000442 | loss: 1.5976 | Data dt: 20.54 | Forward dt:  9.20 | Backward dt: 17.88
Step 18500 | norm: 1.3979 | lr: 0.000444 | loss: 1.6150 | Data dt: 20.25 | Forward dt:  9.00 | Backward dt: 17.47
Step 18600 | norm: 1.1175 | lr: 0.000446 | loss: 1.5393 | Data dt: 19.68 | Forward dt:  9.05 | Backward dt: 17.73
Step 18700 | norm: 1.3172 | lr: 0.000449 | loss: 1.5234 | Data dt: 19.16 | Forward dt:  9.06 | Backward dt: 17.62
Step 18800 | norm: 1.8196 | lr: 0.000451 | loss: 1.5792 | Data dt: 20.22 | Forward dt:  9.05 | Backward dt: 17.76
Step 18900 | norm: 1.1521 | lr: 0.000454 | loss: 1.6258 | Data dt: 21.91 | Forward dt:  9.06 | Backward dt: 18.02
Step 19000 | norm: 1.3285 | lr: 0.000456 | loss: 1.4884 | Data dt: 20.35 | Forward dt:  9.03 | Backward dt: 17.89
Step 19100 | norm: 1.9275 | lr: 0.000458 | loss: 1.5588 | Data dt: 20.45 | Forward dt:  9.26 | Backward dt: 18.00
Step 19200 | norm: 1.3524 | lr: 0.000461 | loss: 1.6027 | Data dt: 20.40 | Forward dt:  8.86 | Backward dt: 17.99
Step 19300 | norm: 1.2027 | lr: 0.000463 | loss: 1.4861 | Data dt: 20.41 | Forward dt:  8.79 | Backward dt: 16.69
Step 19400 | norm: 0.9023 | lr: 0.000466 | loss: 1.4500 | Data dt: 20.05 | Forward dt:  9.16 | Backward dt: 17.39
Step 19500 | norm: 1.3000 | lr: 0.000468 | loss: 1.4805 | Data dt: 21.37 | Forward dt:  8.47 | Backward dt: 16.31
Step 19600 | norm: 1.2121 | lr: 0.000470 | loss: 1.5268 | Data dt: 19.66 | Forward dt:  8.93 | Backward dt: 17.20
